Time,kx,ky,Amp
7.0833,27,52,1.27E-22
7.0833,28,52,6.84E-23
7.0833,29,52,4.97E-23
7.0833,30,52,5.42E-23
7.0833,31,52,5.77E-23
7.0833,0,53,5.14E-23
7.0833,1,53,1.16E-21
7.0833,2,53,5.97E-23
7.0833,3,53,5.55E-23
7.0833,4,53,2.40E-23
7.0833,5,53,8.49E-23
7.0833,6,53,4.12E-23
7.0833,7,53,1.56E-22
7.0833,8,53,6.41E-23
7.0833,9,53,2.31E-22
7.0833,10,53,6.43E-23
7.0833,11,53,1.56E-22
7.0833,12,53,2.79E-23
7.0833,13,53,1.02E-22
7.0833,14,53,3.60E-23
7.0833,15,53,6.30E-23
7.0833,16,53,5.63E-23
7.0833,17,53,8.45E-23
7.0833,18,53,3.16E-23
7.0833,19,53,2.25E-23
7.0833,20,53,3.38E-23
7.0833,21,53,3.35E-23
7.0833,22,53,3.52E-23
7.0833,23,53,9.31E-23
7.0833,24,53,1.38E-23
7.0833,25,53,4.05E-23
7.0833,26,53,1.12E-23
7.0833,27,53,5.85E-23
7.0833,28,53,6.06E-23
7.0833,29,53,5.13E-23
7.0833,30,53,3.28E-23
7.0833,31,53,1.41E-22
7.0833,0,54,1.33E-24
7.0833,1,54,4.06E-09
7.0833,2,54,1.66E-23
7.0833,3,54,6.07E-23
7.0833,4,54,8.34E-25
7.0833,5,54,7.75E-23
7.0833,6,54,2.76E-23
7.0833,7,54,1.72E-22
7.0833,8,54,2.09E-23
7.0833,9,54,7.29E-23
7.0833,10,54,7.49E-23
7.0833,11,54,1.25E-22
7.0833,12,54,2.99E-23
7.0833,13,54,4.04E-23
7.0833,14,54,3.32E-23
7.0833,15,54,1.95E-22
7.0833,16,54,4.28E-23
7.0833,17,54,2.02E-22
7.0833,18,54,9.03E-24
7.0833,19,54,4.46E-23
7.0833,20,54,4.00E-23
7.0833,21,54,1.01E-23
7.0833,22,54,3.23E-23
7.0833,23,54,1.40E-23
7.0833,24,54,3.10E-23
7.0833,25,54,6.96E-23
7.0833,26,54,2.56E-23
7.0833,27,54,3.55E-23
7.0833,28,54,4.18E-23
7.0833,29,54,8.94E-23
7.0833,30,54,5.68E-23
7.0833,31,54,1.38E-22
7.0833,0,55,6.54E-23
7.0833,1,55,9.06E-22
7.0833,2,55,7.00E-23
7.0833,3,55,8.46E-23
7.0833,4,55,4.35E-23
7.0833,5,55,1.03E-22
7.0833,6,55,7.53E-24
7.0833,7,55,1.42E-22
7.0833,8,55,5.81E-23
7.0833,9,55,8.98E-23
7.0833,10,55,5.97E-23
7.0833,11,55,4.06E-23
7.0833,12,55,1.42E-23
7.0833,13,55,9.23E-23
7.0833,14,55,2.38E-23
7.0833,15,55,9.24E-23
7.0833,16,55,4.17E-23
7.0833,17,55,6.78E-23
7.0833,18,55,1.30E-23
7.0833,19,55,4.57E-23
7.0833,20,55,1.76E-23
7.0833,21,55,6.72E-23
7.0833,22,55,4.82E-23
7.0833,23,55,4.99E-23
7.0833,24,55,2.89E-23
7.0833,25,55,8.39E-23
7.0833,26,55,6.37E-23
7.0833,27,55,1.48E-22
7.0833,28,55,3.82E-23
7.0833,29,55,1.21E-22
7.0833,30,55,2.37E-23
7.0833,31,55,9.64E-23
7.0833,0,56,7.79E-23
7.0833,1,56,3.19E-09
7.0833,2,56,6.17E-23
7.0833,3,56,5.65E-23
7.0833,4,56,6.19E-23
7.0833,5,56,1.06E-22
7.0833,6,56,5.06E-23
7.0833,7,56,7.35E-23
7.0833,8,56,7.75E-23
7.0833,9,56,1.12E-22
7.0833,10,56,7.73E-23
7.0833,11,56,8.25E-23
7.0833,12,56,1.67E-23
7.0833,13,56,2.12E-23
7.0833,14,56,2.36E-23
7.0833,15,56,7.64E-23
7.0833,16,56,5.01E-23
7.0833,17,56,2.25E-23
7.0833,18,56,4.04E-23
7.0833,19,56,4.25E-23
7.0833,20,56,4.15E-23
7.0833,21,56,3.48E-23
7.0833,22,56,3.81E-23
7.0833,23,56,2.64E-23
7.0833,24,56,3.34E-23
7.0833,25,56,1.55E-22
7.0833,26,56,6.36E-23
7.0833,27,56,3.72E-23
7.0833,28,56,1.62E-23
7.0833,29,56,9.36E-23
7.0833,30,56,5.31E-23
7.0833,31,56,2.72E-22
7.0833,0,57,5.42E-23
7.0833,1,57,8.50E-22
7.0833,2,57,4.14E-23
7.0833,3,57,5.80E-23
7.0833,4,57,4.23E-23
7.0833,5,57,1.14E-22
7.0833,6,57,3.30E-23
7.0833,7,57,5.45E-23
7.0833,8,57,5.47E-23
7.0833,9,57,1.31E-22
7.0833,10,57,5.34E-23
7.0833,11,57,1.18E-22
7.0833,12,57,3.00E-23
7.0833,13,57,5.17E-23
7.0833,14,57,3.40E-23
7.0833,15,57,7.56E-23
7.0833,16,57,2.70E-23
7.0833,17,57,1.61E-22
7.0833,18,57,6.07E-23
7.0833,19,57,8.95E-23
7.0833,20,57,2.46E-23
7.0833,21,57,8.34E-23
7.0833,22,57,3.31E-23
7.0833,23,57,1.72E-22
7.0833,24,57,3.81E-23
7.0833,25,57,2.17E-22
7.0833,26,57,6.00E-23
7.0833,27,57,9.10E-23
7.0833,28,57,2.01E-23
7.0833,29,57,1.24E-23
7.0833,30,57,1.55E-23
7.0833,31,57,1.14E-22
7.0833,0,58,3.93E-23
7.0833,1,58,2.36E-09
7.0833,2,58,4.82E-23
7.0833,3,58,2.48E-23
7.0833,4,58,1.87E-23
7.0833,5,58,6.10E-23
7.0833,6,58,4.33E-23
7.0833,7,58,1.02E-22
7.0833,8,58,1.17E-23
7.0833,9,58,1.45E-22
7.0833,10,58,4.09E-23
7.0833,11,58,9.94E-23
7.0833,12,58,3.20E-23
7.0833,13,58,5.54E-23
7.0833,14,58,4.46E-23
7.0833,15,58,9.19E-23
7.0833,16,58,1.30E-23
7.0833,17,58,5.00E-23
7.0833,18,58,1.82E-23
7.0833,19,58,1.74E-23
7.0833,20,58,6.94E-24
7.0833,21,58,2.79E-23
7.0833,22,58,1.64E-23
7.0833,23,58,4.09E-23
7.0833,24,58,2.61E-23
7.0833,25,58,1.16E-22
7.0833,26,58,5.12E-23
7.0833,27,58,5.54E-23
7.0833,28,58,1.91E-23
7.0833,29,58,1.70E-23
7.0833,30,58,3.54E-23
7.0833,31,58,1.17E-22
7.0833,0,59,6.14E-24
7.0833,1,59,6.97E-22
7.0833,2,59,4.66E-23
7.0833,3,59,7.47E-23
7.0833,4,59,1.37E-23
7.0833,5,59,7.84E-23
7.0833,6,59,2.18E-23
7.0833,7,59,3.36E-23
7.0833,8,59,2.18E-23
7.0833,9,59,9.37E-23
7.0833,10,59,2.42E-23
7.0833,11,59,7.21E-23
7.0833,12,59,3.54E-23
7.0833,13,59,6.72E-23
7.0833,14,59,2.48E-23
7.0833,15,59,9.81E-23
7.0833,16,59,3.64E-23
7.0833,17,59,7.50E-23
7.0833,18,59,5.48E-24
7.0833,19,59,4.61E-23
7.0833,20,59,4.69E-23
7.0833,21,59,1.03E-23
7.0833,22,59,1.83E-23
7.0833,23,59,1.28E-22
7.0833,24,59,3.84E-23
7.0833,25,59,1.16E-22
7.0833,26,59,5.64E-23
7.0833,27,59,6.68E-23
7.0833,28,59,3.03E-23
7.0833,29,59,9.36E-23
7.0833,30,59,3.73E-23
7.0833,31,59,2.54E-22
7.0833,0,60,1.82E-23
7.0833,1,60,1.55E-09
7.0833,2,60,3.92E-23
7.0833,3,60,8.95E-23
7.0833,4,60,5.65E-23
7.0833,5,60,7.00E-23
7.0833,6,60,2.25E-23
7.0833,7,60,6.62E-23
7.0833,8,60,4.22E-23
7.0833,9,60,3.49E-23
7.0833,10,60,3.52E-23
7.0833,11,60,5.86E-23
7.0833,12,60,5.40E-23
7.0833,13,60,1.04E-22
7.0833,14,60,1.41E-23
7.0833,15,60,1.35E-22
7.0833,16,60,4.74E-23
7.0833,17,60,9.99E-23
7.0833,18,60,2.95E-23
7.0833,19,60,4.36E-23
7.0833,20,60,3.08E-23
7.0833,21,60,1.36E-22
7.0833,22,60,1.94E-23
7.0833,23,60,1.17E-22
7.0833,24,60,3.92E-23
7.0833,25,60,4.44E-23
7.0833,26,60,6.90E-23
7.0833,27,60,2.14E-23
7.0833,28,60,1.90E-23
7.0833,29,60,4.20E-23
7.0833,30,60,1.15E-23
7.0833,31,60,2.06E-22
7.0833,0,61,1.51E-23
7.0833,1,61,5.07E-22
7.0833,2,61,3.32E-23
7.0833,3,61,2.31E-23
7.0833,4,61,3.51E-23
7.0833,5,61,3.33E-23
7.0833,6,61,4.28E-23
7.0833,7,61,6.07E-23
7.0833,8,61,4.17E-23
7.0833,9,61,8.02E-23
7.0833,10,61,5.45E-23
7.0833,11,61,4.75E-23
7.0833,12,61,5.08E-23
7.0833,13,61,3.45E-23
7.0833,14,61,3.61E-23
7.0833,15,61,1.27E-23
7.0833,16,61,3.06E-23
7.0833,17,61,5.53E-23
7.0833,18,61,2.38E-23
7.0833,19,61,4.56E-23
7.0833,20,61,4.79E-23
7.0833,21,61,4.09E-23
7.0833,22,61,2.90E-23
7.0833,23,61,6.12E-23
7.0833,24,61,3.48E-23
7.0833,25,61,5.91E-23
7.0833,26,61,2.36E-23
7.0833,27,61,4.33E-24
7.0833,28,61,2.32E-23
7.0833,29,61,3.23E-23
7.0833,30,61,2.43E-23
7.0833,31,61,1.66E-22
7.0833,0,62,1.29E-23
7.0833,1,62,7.72E-10
7.0833,2,62,2.37E-23
7.0833,3,62,8.13E-23
7.0833,4,62,1.61E-23
7.0833,5,62,6.11E-23
7.0833,6,62,2.72E-23
7.0833,7,62,8.05E-23
7.0833,8,62,4.46E-23
7.0833,9,62,1.22E-23
7.0833,10,62,3.52E-23
7.0833,11,62,3.01E-23
7.0833,12,62,3.66E-23
7.0833,13,62,5.40E-23
7.0833,14,62,6.09E-23
7.0833,15,62,1.42E-22
7.0833,16,62,1.54E-23
7.0833,17,62,4.92E-23
7.0833,18,62,3.77E-23
7.0833,19,62,7.40E-23
7.0833,20,62,4.92E-23
7.0833,21,62,9.00E-23
7.0833,22,62,2.89E-23
7.0833,23,62,1.32E-22
7.0833,24,62,2.90E-23
7.0833,25,62,1.60E-22
7.0833,26,62,2.31E-23
7.0833,27,62,3.50E-23
7.0833,28,62,1.70E-23
7.0833,29,62,2.92E-23
7.0833,30,62,4.07E-23
7.0833,31,62,1.06E-22
7.0833,0,63,3.85E-24
7.0833,1,63,5.42E-22
7.0833,2,63,1.71E-23
7.0833,3,63,4.29E-24
7.0833,4,63,1.14E-23
7.0833,5,63,4.05E-23
7.0833,6,63,2.70E-23
7.0833,7,63,1.03E-22
7.0833,8,63,2.06E-23
7.0833,9,63,3.16E-23
7.0833,10,63,4.63E-24
7.0833,11,63,3.27E-23
7.0833,12,63,3.29E-23
7.0833,13,63,1.57E-23
7.0833,14,63,3.85E-23
7.0833,15,63,1.46E-22
7.0833,16,63,3.16E-23
7.0833,17,63,1.07E-22
7.0833,18,63,4.66E-23
7.0833,19,63,6.76E-23
7.0833,20,63,4.20E-23
7.0833,21,63,8.47E-23
7.0833,22,63,2.85E-23
7.0833,23,63,6.65E-23
7.0833,24,63,2.51E-23
7.0833,25,63,5.75E-23
7.0833,26,63,3.18E-23
7.0833,27,63,6.57E-23
7.0833,28,63,4.83E-24
7.0833,29,63,4.63E-23
7.0833,30,63,3.04E-23
7.0833,31,63,4.12E-23
7.5,0,0,4.88E-21
7.5,1,0,2.60E-05
7.5,2,0,2.07E-21
7.5,3,0,4.85E-20
7.5,4,0,1.77E-21
7.5,5,0,8.79E-20
7.5,6,0,1.43E-21
7.5,7,0,1.04E-20
7.5,8,0,5.80E-21
7.5,9,0,3.79E-20
7.5,10,0,2.65E-21
7.5,11,0,2.07E-20
7.5,12,0,5.49E-21
7.5,13,0,9.25E-21
7.5,14,0,3.75E-21
7.5,15,0,1.19E-20
7.5,16,0,3.98E-21
7.5,17,0,5.16E-21
7.5,18,0,1.15E-20
7.5,19,0,1.31E-21
7.5,20,0,9.58E-22
7.5,21,0,5.50E-22
7.5,22,0,5.31E-22
7.5,23,0,3.75E-22
7.5,24,0,4.13E-22
7.5,25,0,7.83E-22
7.5,26,0,1.01E-22
7.5,27,0,1.99E-22
7.5,28,0,4.55E-22
7.5,29,0,5.33E-22
7.5,30,0,5.57E-22
7.5,31,0,1.36E-21
7.5,0,1,6.18E-21
7.5,1,1,1.07E-06
7.5,2,1,1.03E-21
7.5,3,1,3.54E-20
7.5,4,1,2.05E-21
7.5,5,1,6.94E-20
7.5,6,1,7.13E-22
7.5,7,1,2.00E-21
7.5,8,1,2.47E-21
7.5,9,1,4.70E-20
7.5,10,1,2.97E-21
7.5,11,1,1.97E-20
7.5,12,1,2.92E-21
7.5,13,1,4.55E-21
7.5,14,1,3.35E-21
7.5,15,1,7.02E-21
7.5,16,1,8.46E-22
7.5,17,1,9.06E-21
7.5,18,1,9.66E-21
7.5,19,1,1.53E-21
7.5,20,1,3.36E-22
7.5,21,1,7.75E-22
7.5,22,1,5.65E-22
7.5,23,1,5.76E-22
7.5,24,1,2.03E-22
7.5,25,1,4.67E-22
7.5,26,1,1.93E-22
7.5,27,1,4.53E-22
7.5,28,1,3.79E-22
7.5,29,1,2.36E-22
7.5,30,1,5.13E-22
7.5,31,1,6.34E-22
7.5,0,2,5.02E-21
7.5,1,2,8.68E-06
7.5,2,2,4.67E-21
7.5,3,2,1.15E-20
7.5,4,2,4.36E-21
7.5,5,2,3.14E-20
7.5,6,2,2.82E-21
7.5,7,2,5.11E-21
7.5,8,2,1.48E-21
7.5,9,2,3.05E-20
7.5,10,2,2.55E-21
7.5,11,2,1.12E-20
7.5,12,2,3.25E-22
7.5,13,2,2.57E-21
7.5,14,2,2.18E-21
7.5,15,2,4.42E-21
7.5,16,2,5.19E-22
7.5,17,2,3.14E-21
7.5,18,2,4.13E-21
7.5,19,2,1.09E-21
7.5,20,2,3.28E-22
7.5,21,2,5.09E-23
7.5,22,2,1.53E-22
7.5,23,2,2.81E-22
7.5,24,2,1.79E-22
7.5,25,2,2.24E-22
7.5,26,2,3.40E-23
7.5,27,2,1.38E-22
7.5,28,2,1.14E-22
7.5,29,2,2.11E-22
7.5,30,2,1.60E-22
7.5,31,2,1.59E-22
7.5,0,3,4.87E-21
7.5,1,3,3.78E-19
7.5,2,3,7.51E-21
7.5,3,3,3.56E-21
7.5,4,3,7.46E-21
7.5,5,3,4.46E-21
7.5,6,3,5.14E-21
7.5,7,3,3.60E-21
7.5,8,3,1.69E-21
7.5,9,3,7.42E-21
7.5,10,3,3.85E-21
7.5,11,3,2.17E-21
7.5,12,3,1.85E-21
7.5,13,3,1.09E-21
7.5,14,3,1.82E-21
7.5,15,3,2.16E-21
7.5,16,3,8.51E-22
7.5,17,3,4.98E-21
7.5,18,3,1.42E-21
7.5,19,3,4.33E-22
7.5,20,3,2.18E-23
7.5,21,3,3.46E-23
7.5,22,3,3.85E-23
7.5,23,3,1.29E-22
7.5,24,3,1.37E-23
7.5,25,3,7.09E-23
7.5,26,3,1.48E-23
7.5,27,3,7.30E-23
7.5,28,3,1.78E-23
7.5,29,3,1.46E-22
7.5,30,3,1.08E-23
7.5,31,3,1.18E-22
7.5,0,4,4.67E-21
7.5,1,4,1.73E-06
7.5,2,4,7.73E-21
7.5,3,4,6.89E-21
7.5,4,4,7.03E-21
7.5,5,4,4.07E-21
7.5,6,4,5.57E-21
7.5,7,4,4.93E-21
7.5,8,4,2.25E-21
7.5,9,4,2.69E-21
7.5,10,4,4.66E-21
7.5,11,4,6.57E-21
7.5,12,4,1.92E-21
7.5,13,4,1.85E-21
7.5,14,4,1.69E-21
7.5,15,4,4.56E-21
7.5,16,4,1.67E-21
7.5,17,4,7.68E-21
7.5,18,4,1.20E-21
7.5,19,4,1.01E-21
7.5,20,4,1.09E-22
7.5,21,4,9.24E-23
7.5,22,4,2.33E-23
7.5,23,4,1.15E-22
7.5,24,4,3.79E-23
7.5,25,4,1.67E-22
7.5,26,4,2.23E-23
7.5,27,4,7.98E-23
7.5,28,4,6.35E-23
7.5,29,4,9.33E-23
7.5,30,4,6.17E-23
7.5,31,4,2.88E-22
7.5,0,5,5.05E-21
7.5,1,5,5.94E-19
7.5,2,5,6.22E-21
7.5,3,5,7.66E-21
7.5,4,5,4.64E-21
7.5,5,5,6.81E-21
7.5,6,5,5.04E-21
7.5,7,5,2.96E-21
7.5,8,5,3.25E-21
7.5,9,5,8.88E-21
7.5,10,5,5.03E-21
7.5,11,5,2.33E-21
7.5,12,5,1.79E-21
7.5,13,5,3.61E-21
7.5,14,5,1.29E-21
7.5,15,5,5.04E-21
7.5,16,5,1.71E-21
7.5,17,5,5.44E-21
7.5,18,5,1.81E-21
7.5,19,5,2.58E-22
7.5,20,5,9.11E-23
7.5,21,5,5.15E-23
7.5,22,5,5.60E-23
7.5,23,5,1.20E-23
7.5,24,5,3.19E-23
7.5,25,5,8.42E-23
7.5,26,5,4.28E-23
7.5,27,5,1.32E-22
7.5,28,5,1.74E-23
7.5,29,5,1.47E-22
7.5,30,5,2.49E-23
7.5,31,5,1.33E-22
7.5,0,6,6.29E-21
7.5,1,6,7.41E-07
7.5,2,6,4.60E-21
7.5,3,6,7.49E-21
7.5,4,6,4.11E-21
7.5,5,6,8.87E-21
7.5,6,6,4.68E-21
7.5,7,6,4.75E-21
7.5,8,6,4.04E-21
7.5,9,6,1.12E-20
7.5,10,6,6.19E-21
7.5,11,6,1.76E-21
7.5,12,6,3.01E-21
7.5,13,6,5.40E-21
7.5,14,6,1.48E-21
7.5,15,6,2.64E-21
7.5,16,6,1.26E-21
7.5,17,6,3.86E-21
7.5,18,6,1.79E-21
7.5,19,6,4.62E-22
7.5,20,6,3.23E-23
7.5,21,6,1.02E-22
7.5,22,6,5.48E-23
7.5,23,6,8.78E-23
7.5,24,6,1.10E-23
7.5,25,6,4.81E-23
7.5,26,6,9.19E-24
7.5,27,6,9.08E-23
7.5,28,6,6.26E-24
7.5,29,6,3.18E-23
7.5,30,6,4.27E-23
7.5,31,6,2.35E-23
7.5,0,7,8.33E-21
7.5,1,7,4.38E-19
7.5,2,7,3.84E-21
7.5,3,7,1.25E-20
7.5,4,7,5.16E-21
7.5,5,7,6.00E-21
7.5,6,7,4.66E-21
7.5,7,7,3.32E-21
7.5,8,7,4.48E-21
7.5,9,7,3.45E-21
7.5,10,7,7.64E-21
7.5,11,7,3.15E-22
7.5,12,7,5.02E-21
7.5,13,7,6.05E-21
7.5,14,7,1.90E-21
7.5,15,7,5.92E-22
7.5,16,7,1.69E-21
7.5,17,7,4.91E-21
7.5,18,7,1.20E-21
7.5,19,7,2.92E-22
7.5,20,7,3.39E-23
7.5,21,7,2.73E-23
7.5,22,7,3.03E-23
7.5,23,7,5.76E-23
7.5,24,7,4.21E-23
7.5,25,7,9.10E-23
7.5,26,7,8.98E-24
7.5,27,7,9.75E-23
7.5,28,7,2.55E-23
7.5,29,7,9.60E-23
7.5,30,7,3.37E-23
7.5,31,7,4.34E-23
7.5,0,8,1.03E-20
7.5,1,8,4.11E-07
7.5,2,8,4.15E-21
7.5,3,8,1.43E-20
7.5,4,8,5.50E-21
7.5,5,8,4.53E-21
7.5,6,8,4.67E-21
7.5,7,8,2.13E-21
7.5,8,8,4.62E-21
7.5,9,8,2.48E-21
7.5,10,8,7.79E-21
7.5,11,8,1.95E-21
7.5,12,8,5.93E-21
7.5,13,8,4.92E-21
7.5,14,8,1.93E-21
7.5,15,8,1.88E-21
7.5,16,8,2.18E-21
7.5,17,8,6.30E-21
7.5,18,8,1.04E-21
7.5,19,8,1.90E-22
7.5,20,8,3.14E-23
7.5,21,8,3.90E-23
7.5,22,8,7.33E-23
7.5,23,8,4.69E-23
7.5,24,8,3.61E-23
7.5,25,8,7.58E-23
7.5,26,8,3.64E-23
7.5,27,8,6.34E-23
7.5,28,8,3.10E-23
7.5,29,8,6.85E-23
7.5,30,8,4.52E-23
7.5,31,8,6.19E-23
7.5,0,9,1.11E-20
7.5,1,9,5.06E-19
7.5,2,9,4.53E-21
7.5,3,9,9.43E-21
7.5,4,9,4.42E-21
7.5,5,9,6.78E-21
7.5,6,9,4.31E-21
7.5,7,9,5.32E-21
7.5,8,9,4.81E-21
7.5,9,9,7.70E-22
7.5,10,9,6.02E-21
7.5,11,9,4.46E-21
7.5,12,9,5.01E-21
7.5,13,9,3.06E-21
7.5,14,9,2.18E-21
7.5,15,9,2.19E-21
7.5,16,9,1.73E-21
7.5,17,9,5.02E-21
7.5,18,9,1.29E-21
7.5,19,9,9.81E-23
7.5,20,9,3.41E-23
7.5,21,9,9.95E-23
7.5,22,9,1.33E-23
7.5,23,9,8.32E-23
7.5,24,9,2.46E-23
7.5,25,9,6.74E-23
7.5,26,9,2.46E-23
7.5,27,9,5.17E-23
7.5,28,9,3.70E-23
7.5,29,9,3.67E-23
7.5,30,9,5.74E-23
7.5,31,9,1.53E-22
7.5,0,10,1.01E-20
7.5,1,10,2.60E-07
7.5,2,10,3.92E-21
7.5,3,10,3.51E-21
7.5,4,10,2.51E-21
7.5,5,10,1.03E-20
7.5,6,10,3.66E-21
7.5,7,10,8.64E-21
7.5,8,10,4.78E-21
7.5,9,10,5.83E-21
7.5,10,10,3.79E-21
7.5,11,10,5.94E-21
7.5,12,10,3.87E-21
7.5,13,10,1.39E-21
7.5,14,10,2.87E-21
7.5,15,10,3.98E-21
7.5,16,10,1.09E-21
7.5,17,10,4.02E-21
7.5,18,10,1.45E-21
7.5,19,10,4.45E-22
7.5,20,10,8.72E-23
7.5,21,10,7.00E-23
7.5,22,10,1.23E-23
7.5,23,10,8.30E-23
7.5,24,10,4.46E-23
7.5,25,10,2.88E-23
7.5,26,10,6.71E-23
7.5,27,10,4.29E-23
7.5,28,10,4.29E-23
7.5,29,10,6.74E-24
7.5,30,10,8.65E-23
7.5,31,10,3.58E-23
7.5,0,11,8.21E-21
7.5,1,11,1.28E-19
7.5,2,11,2.54E-21
7.5,3,11,2.86E-21
7.5,4,11,9.85E-22
7.5,5,11,1.11E-20
7.5,6,11,3.31E-21
7.5,7,11,7.49E-21
7.5,8,11,4.37E-21
7.5,9,11,6.06E-21
7.5,10,11,3.40E-21
7.5,11,11,4.56E-21
7.5,12,11,3.88E-21
7.5,13,11,6.12E-22
7.5,14,11,3.43E-21
7.5,15,11,6.05E-21
7.5,16,11,8.49E-22
7.5,17,11,5.71E-21
7.5,18,11,1.66E-21
7.5,19,11,4.63E-22
7.5,20,11,8.26E-23
7.5,21,11,8.80E-23
7.5,22,11,6.60E-23
7.5,23,11,1.40E-22
7.5,24,11,6.65E-23
7.5,25,11,1.46E-22
7.5,26,11,6.62E-23
7.5,27,11,4.19E-23
7.5,28,11,3.39E-23
7.5,29,11,4.56E-23
7.5,30,11,4.32E-23
7.5,31,11,2.65E-22
7.5,0,12,6.50E-21
7.5,1,12,1.79E-07
7.5,2,12,1.60E-21
7.5,3,12,4.17E-21
7.5,4,12,4.56E-22
7.5,5,12,1.03E-20
7.5,6,12,3.00E-21
7.5,7,12,4.83E-21
7.5,8,12,3.71E-21
7.5,9,12,4.36E-21
7.5,10,12,2.95E-21
7.5,11,12,3.76E-21
7.5,12,12,3.64E-21
7.5,13,12,1.19E-21
7.5,14,12,3.35E-21
7.5,15,12,7.37E-21
7.5,16,12,5.09E-22
7.5,17,12,7.06E-21
7.5,18,12,2.04E-21
7.5,19,12,4.29E-22
7.5,20,12,6.24E-23
7.5,21,12,5.68E-23
7.5,22,12,5.95E-24
7.5,23,12,3.73E-23
7.5,24,12,5.38E-23
7.5,25,12,6.10E-23
7.5,26,12,7.26E-23
7.5,27,12,3.21E-23
7.5,28,12,4.40E-23
7.5,29,12,2.51E-23
7.5,30,12,3.10E-23
7.5,31,12,7.62E-23
7.5,0,13,5.00E-21
7.5,1,13,1.31E-19
7.5,2,13,1.67E-21
7.5,3,13,5.58E-21
7.5,4,13,3.96E-22
7.5,5,13,1.02E-20
7.5,6,13,2.34E-21
7.5,7,13,4.09E-21
7.5,8,13,2.94E-21
7.5,9,13,4.80E-21
7.5,10,13,2.05E-21
7.5,11,13,2.73E-21
7.5,12,13,3.29E-21
7.5,13,13,2.38E-21
7.5,14,13,3.05E-21
7.5,15,13,7.75E-21
7.5,16,13,9.22E-22
7.5,17,13,6.13E-21
7.5,18,13,2.14E-21
7.5,19,13,6.03E-22
7.5,20,13,5.63E-23
7.5,21,13,4.93E-23
7.5,22,13,5.00E-24
7.5,23,13,1.27E-22
7.5,24,13,1.82E-23
7.5,25,13,1.72E-22
7.5,26,13,5.04E-23
7.5,27,13,3.41E-23
7.5,28,13,5.56E-23
7.5,29,13,7.87E-23
7.5,30,13,3.86E-23
7.5,31,13,2.78E-22
7.5,0,14,2.86E-21
7.5,1,14,1.31E-07
7.5,2,14,1.48E-21
7.5,3,14,7.63E-21
7.5,4,14,1.47E-21
7.5,5,14,1.05E-20
7.5,6,14,3.35E-21
7.5,7,14,5.45E-21
7.5,8,14,2.55E-21
7.5,9,14,6.33E-21
7.5,10,14,2.06E-21
7.5,11,14,1.65E-21
7.5,12,14,4.77E-21
7.5,13,14,3.66E-21
7.5,14,14,5.46E-21
7.5,15,14,7.07E-21
7.5,16,14,4.02E-21
7.5,17,14,3.25E-21
7.5,18,14,2.06E-21
7.5,19,14,7.54E-22
7.5,20,14,7.43E-24
7.5,21,14,1.45E-22
7.5,22,14,6.49E-24
7.5,23,14,5.28E-23
7.5,24,14,1.19E-23
7.5,25,14,6.53E-23
7.5,26,14,1.37E-23
7.5,27,14,3.35E-23
7.5,28,14,1.94E-23
7.5,29,14,5.01E-23
7.5,30,14,3.66E-23
7.5,31,14,1.53E-22
7.5,0,15,1.40E-21
7.5,1,15,1.11E-19
7.5,2,15,6.60E-22
7.5,3,15,9.61E-21
7.5,4,15,2.62E-21
7.5,5,15,9.67E-21
7.5,6,15,5.37E-21
7.5,7,15,6.19E-21
7.5,8,15,3.41E-21
7.5,9,15,5.35E-21
7.5,10,15,3.23E-21
7.5,11,15,5.19E-21
7.5,12,15,7.56E-21
7.5,13,15,4.03E-21
7.5,14,15,9.76E-21
7.5,15,15,6.14E-21
7.5,16,15,7.84E-21
7.5,17,15,1.46E-21
7.5,18,15,2.72E-21
7.5,19,15,6.40E-22
7.5,20,15,9.98E-23
7.5,21,15,1.90E-22
7.5,22,15,1.77E-23
7.5,23,15,1.29E-22
7.5,24,15,2.11E-23
7.5,25,15,2.69E-23
7.5,26,15,3.02E-23
7.5,27,15,5.11E-23
7.5,28,15,1.08E-23
7.5,29,15,1.10E-22
7.5,30,15,5.34E-23
7.5,31,15,2.40E-22
7.5,0,16,3.86E-21
7.5,1,16,9.94E-08
7.5,2,16,1.33E-21
7.5,3,16,1.10E-20
7.5,4,16,3.36E-21
7.5,5,16,7.71E-21
7.5,6,16,6.01E-21
7.5,7,16,5.36E-21
7.5,8,16,3.68E-21
7.5,9,16,3.20E-21
7.5,10,16,4.26E-21
7.5,11,16,8.87E-21
7.5,12,16,8.85E-21
7.5,13,16,3.30E-21
7.5,14,16,1.19E-20
7.5,15,16,5.21E-21
7.5,16,16,9.20E-21
7.5,17,16,1.39E-21
7.5,18,16,3.76E-21
7.5,19,16,4.09E-22
7.5,20,16,1.48E-22
7.5,21,16,8.63E-23
7.5,22,16,4.43E-23
7.5,23,16,8.28E-23
7.5,24,16,4.44E-23
7.5,25,16,5.81E-23
7.5,26,16,4.82E-23
7.5,27,16,6.30E-23
7.5,28,16,2.70E-23
7.5,29,16,3.97E-23
7.5,30,16,5.84E-23
7.5,31,16,2.62E-22
7.5,0,17,4.70E-21
7.5,1,17,3.48E-20
7.5,2,17,1.84E-21
7.5,3,17,1.10E-20
7.5,4,17,2.89E-21
7.5,5,17,5.82E-21
7.5,6,17,4.97E-21
