Time,kx,ky,Amp
1.6667,2,41,7.58E-23
1.6667,3,41,2.44E-22
1.6667,4,41,5.22E-23
1.6667,5,41,1.77E-22
1.6667,6,41,1.03E-22
1.6667,7,41,1.92E-22
1.6667,8,41,4.05E-23
1.6667,9,41,1.02E-22
1.6667,10,41,9.55E-23
1.6667,11,41,1.70E-22
1.6667,12,41,1.32E-22
1.6667,13,41,1.35E-22
1.6667,14,41,6.66E-23
1.6667,15,41,3.67E-22
1.6667,16,41,1.06E-22
1.6667,17,41,1.06E-22
1.6667,18,41,8.59E-23
1.6667,19,41,1.50E-22
1.6667,20,41,7.21E-23
1.6667,21,41,1.38E-22
1.6667,22,41,7.30E-24
1.6667,23,41,1.05E-22
1.6667,24,41,2.78E-23
1.6667,25,41,6.59E-23
1.6667,26,41,1.33E-23
1.6667,27,41,7.73E-23
1.6667,28,41,5.12E-23
1.6667,29,41,4.20E-23
1.6667,30,41,7.50E-23
1.6667,31,41,6.88E-23
1.6667,0,42,1.77E-23
1.6667,1,42,3.88E-09
1.6667,2,42,7.33E-23
1.6667,3,42,4.93E-23
1.6667,4,42,7.85E-23
1.6667,5,42,6.19E-23
1.6667,6,42,2.24E-23
1.6667,7,42,1.08E-22
1.6667,8,42,5.61E-23
1.6667,9,42,6.38E-23
1.6667,10,42,1.21E-23
1.6667,11,42,6.64E-23
1.6667,12,42,1.05E-22
1.6667,13,42,1.79E-23
1.6667,14,42,4.19E-23
1.6667,15,42,2.65E-22
1.6667,16,42,5.04E-23
1.6667,17,42,8.56E-23
1.6667,18,42,9.59E-23
1.6667,19,42,8.07E-23
1.6667,20,42,4.38E-23
1.6667,21,42,3.15E-23
1.6667,22,42,3.03E-23
1.6667,23,42,2.23E-23
1.6667,24,42,2.25E-23
1.6667,25,42,7.12E-23
1.6667,26,42,1.07E-23
1.6667,27,42,2.92E-23
1.6667,28,42,3.92E-23
1.6667,29,42,4.37E-23
1.6667,30,42,3.72E-23
1.6667,31,42,1.66E-22
1.6667,0,43,3.45E-23
1.6667,1,43,9.41E-22
1.6667,2,43,2.44E-23
1.6667,3,43,1.67E-22
1.6667,4,43,1.50E-23
1.6667,5,43,1.39E-22
1.6667,6,43,8.37E-23
1.6667,7,43,1.22E-22
1.6667,8,43,5.31E-23
1.6667,9,43,1.42E-22
1.6667,10,43,2.43E-23
1.6667,11,43,1.73E-22
1.6667,12,43,6.27E-23
1.6667,13,43,1.41E-22
1.6667,14,43,3.37E-23
1.6667,15,43,1.76E-22
1.6667,16,43,3.76E-23
1.6667,17,43,1.28E-22
1.6667,18,43,6.26E-23
1.6667,19,43,1.24E-22
1.6667,20,43,1.82E-23
1.6667,21,43,1.12E-22
1.6667,22,43,4.93E-23
1.6667,23,43,7.71E-23
1.6667,24,43,7.28E-24
1.6667,25,43,6.96E-23
1.6667,26,43,5.06E-23
1.6667,27,43,4.94E-23
1.6667,28,43,3.52E-23
1.6667,29,43,3.81E-23
1.6667,30,43,3.04E-23
1.6667,31,43,6.31E-23
1.6667,0,44,1.07E-23
1.6667,1,44,3.36E-09
1.6667,2,44,3.19E-23
1.6667,3,44,1.05E-22
1.6667,4,44,5.71E-23
1.6667,5,44,8.77E-23
1.6667,6,44,4.07E-23
1.6667,7,44,7.22E-23
1.6667,8,44,7.82E-23
1.6667,9,44,2.34E-22
1.6667,10,44,4.51E-23
1.6667,11,44,9.18E-23
1.6667,12,44,4.33E-23
1.6667,13,44,1.11E-22
1.6667,14,44,4.48E-23
1.6667,15,44,7.65E-23
1.6667,16,44,3.95E-23
1.6667,17,44,2.28E-22
1.6667,18,44,9.94E-23
1.6667,19,44,8.21E-23
1.6667,20,44,5.24E-23
1.6667,21,44,4.59E-23
1.6667,22,44,2.66E-23
1.6667,23,44,9.17E-23
1.6667,24,44,4.19E-23
1.6667,25,44,1.43E-22
1.6667,26,44,7.91E-23
1.6667,27,44,4.41E-23
1.6667,28,44,3.80E-23
1.6667,29,44,1.00E-22
1.6667,30,44,8.17E-23
1.6667,31,44,8.08E-23
1.6667,0,45,1.26E-23
1.6667,1,45,3.99E-22
1.6667,2,45,1.38E-23
1.6667,3,45,6.10E-23
1.6667,4,45,5.31E-23
1.6667,5,45,1.37E-22
1.6667,6,45,3.06E-23
1.6667,7,45,6.99E-23
1.6667,8,45,2.03E-23
1.6667,9,45,4.73E-23
1.6667,10,45,4.28E-23
1.6667,11,45,1.12E-22
1.6667,12,45,7.18E-24
1.6667,13,45,1.57E-22
1.6667,14,45,4.05E-23
1.6667,15,45,1.97E-22
1.6667,16,45,3.59E-23
1.6667,17,45,4.07E-23
1.6667,18,45,3.57E-23
1.6667,19,45,4.71E-23
1.6667,20,45,4.66E-23
1.6667,21,45,1.10E-22
1.6667,22,45,5.25E-23
1.6667,23,45,1.28E-22
1.6667,24,45,4.14E-23
1.6667,25,45,1.39E-22
1.6667,26,45,6.82E-23
1.6667,27,45,9.56E-23
1.6667,28,45,4.14E-23
1.6667,29,45,7.31E-23
1.6667,30,45,5.24E-23
1.6667,31,45,1.69E-22
1.6667,0,46,5.42E-23
1.6667,1,46,2.90E-09
1.6667,2,46,6.43E-23
1.6667,3,46,5.72E-23
1.6667,4,46,3.13E-23
1.6667,5,46,8.73E-23
1.6667,6,46,1.58E-23
1.6667,7,46,3.88E-23
1.6667,8,46,3.48E-23
1.6667,9,46,7.67E-23
1.6667,10,46,7.05E-23
1.6667,11,46,7.64E-23
1.6667,12,46,5.07E-23
1.6667,13,46,9.55E-24
1.6667,14,46,3.59E-23
1.6667,15,46,1.05E-22
1.6667,16,46,5.12E-23
1.6667,17,46,1.33E-22
1.6667,18,46,1.79E-23
1.6667,19,46,6.37E-23
1.6667,20,46,4.44E-23
1.6667,21,46,1.07E-22
1.6667,22,46,2.74E-23
1.6667,23,46,7.02E-23
1.6667,24,46,2.06E-23
1.6667,25,46,4.13E-23
1.6667,26,46,2.22E-23
1.6667,27,46,1.15E-23
1.6667,28,46,1.97E-23
1.6667,29,46,4.86E-23
1.6667,30,46,3.66E-23
1.6667,31,46,1.24E-22
1.6667,0,47,4.77E-23
1.6667,1,47,7.63E-22
1.6667,2,47,8.52E-23
1.6667,3,47,1.18E-22
1.6667,4,47,2.54E-23
1.6667,5,47,7.14E-23
1.6667,6,47,7.55E-23
1.6667,7,47,7.95E-23
1.6667,8,47,3.59E-23
1.6667,9,47,5.15E-23
1.6667,10,47,5.94E-23
1.6667,11,47,1.20E-22
1.6667,12,47,7.63E-23
1.6667,13,47,3.73E-23
1.6667,14,47,5.50E-23
1.6667,15,47,1.80E-22
1.6667,16,47,9.27E-23
1.6667,17,47,1.09E-22
1.6667,18,47,8.58E-23
1.6667,19,47,5.46E-23
1.6667,20,47,2.21E-23
1.6667,21,47,6.98E-23
1.6667,22,47,3.90E-23
1.6667,23,47,1.52E-22
1.6667,24,47,4.76E-23
1.6667,25,47,1.05E-22
1.6667,26,47,4.36E-23
1.6667,27,47,1.32E-22
1.6667,28,47,3.43E-23
1.6667,29,47,6.52E-23
1.6667,30,47,1.13E-23
1.6667,31,47,8.25E-23
1.6667,0,48,7.27E-23
1.6667,1,48,2.49E-09
1.6667,2,48,9.28E-23
1.6667,3,48,2.15E-22
1.6667,4,48,5.95E-23
1.6667,5,48,7.27E-23
1.6667,6,48,8.49E-23
1.6667,7,48,3.49E-23
1.6667,8,48,4.17E-23
1.6667,9,48,9.45E-23
1.6667,10,48,6.38E-23
1.6667,11,48,9.52E-23
1.6667,12,48,4.36E-23
1.6667,13,48,4.53E-23
1.6667,14,48,9.91E-23
1.6667,15,48,1.52E-22
1.6667,16,48,8.69E-23
1.6667,17,48,1.46E-22
1.6667,18,48,6.35E-23
1.6667,19,48,3.23E-23
1.6667,20,48,2.26E-23
1.6667,21,48,6.09E-23
1.6667,22,48,1.22E-23
1.6667,23,48,1.27E-23
1.6667,24,48,3.08E-23
1.6667,25,48,1.42E-22
1.6667,26,48,6.46E-23
1.6667,27,48,1.13E-22
1.6667,28,48,6.00E-23
1.6667,29,48,8.69E-23
1.6667,30,48,3.51E-23
1.6667,31,48,1.33E-22
1.6667,0,49,3.25E-23
1.6667,1,49,7.76E-22
1.6667,2,49,9.29E-23
1.6667,3,49,8.67E-23
1.6667,4,49,5.43E-23
1.6667,5,49,7.20E-23
1.6667,6,49,1.75E-23
1.6667,7,49,1.32E-22
1.6667,8,49,3.87E-23
1.6667,9,49,6.11E-23
1.6667,10,49,5.85E-23
1.6667,11,49,4.65E-23
1.6667,12,49,1.13E-23
1.6667,13,49,3.15E-23
1.6667,14,49,6.27E-23
1.6667,15,49,9.14E-23
1.6667,16,49,8.12E-23
1.6667,17,49,8.55E-23
1.6667,18,49,1.05E-23
1.6667,19,49,7.59E-23
1.6667,20,49,1.93E-23
1.6667,21,49,1.08E-22
1.6667,22,49,2.41E-23
1.6667,23,49,9.81E-23
1.6667,24,49,3.80E-23
1.6667,25,49,7.58E-23
1.6667,26,49,8.39E-23
1.6667,27,49,7.60E-23
1.6667,28,49,5.44E-23
1.6667,29,49,8.46E-23
1.6667,30,49,2.58E-23
1.6667,31,49,5.23E-23
1.6667,0,50,3.79E-23
1.6667,1,50,2.11E-09
1.6667,2,50,4.17E-23
1.6667,3,50,4.97E-23
1.6667,4,50,5.79E-23
1.6667,5,50,1.03E-22
1.6667,6,50,2.28E-23
1.6667,7,50,6.03E-23
1.6667,8,50,2.92E-23
1.6667,9,50,1.11E-22
1.6667,10,50,1.81E-23
1.6667,11,50,1.33E-22
1.6667,12,50,3.56E-23
1.6667,13,50,5.33E-23
1.6667,14,50,8.69E-23
1.6667,15,50,1.12E-22
1.6667,16,50,4.02E-23
1.6667,17,50,1.43E-22
1.6667,18,50,6.23E-23
1.6667,19,50,1.46E-22
1.6667,20,50,1.12E-23
1.6667,21,50,8.44E-23
1.6667,22,50,9.96E-24
1.6667,23,50,1.43E-22
1.6667,24,50,2.98E-24
1.6667,25,50,2.32E-22
1.6667,26,50,4.95E-23
1.6667,27,50,5.62E-23
1.6667,28,50,1.46E-23
1.6667,29,50,2.64E-23
1.6667,30,50,6.13E-23
1.6667,31,50,1.32E-22
1.6667,0,51,6.61E-23
1.6667,1,51,1.90E-22
1.6667,2,51,3.19E-23
1.6667,3,51,1.09E-22
1.6667,4,51,1.13E-23
1.6667,5,51,7.31E-23
1.6667,6,51,1.39E-23
1.6667,7,51,7.56E-23
1.6667,8,51,3.14E-23
1.6667,9,51,2.60E-23
1.6667,10,51,3.04E-23
1.6667,11,51,8.48E-23
1.6667,12,51,1.81E-23
1.6667,13,51,1.32E-23
1.6667,14,51,4.19E-23
1.6667,15,51,1.56E-22
1.6667,16,51,3.69E-23
1.6667,17,51,1.28E-22
1.6667,18,51,2.61E-23
1.6667,19,51,1.30E-22
1.6667,20,51,2.96E-23
1.6667,21,51,3.49E-23
1.6667,22,51,3.27E-23
1.6667,23,51,6.08E-23
1.6667,24,51,1.58E-23
1.6667,25,51,4.93E-23
1.6667,26,51,4.89E-23
1.6667,27,51,1.22E-22
1.6667,28,51,2.51E-23
1.6667,29,51,4.41E-23
1.6667,30,51,9.61E-23
1.6667,31,51,1.47E-22
1.6667,0,52,6.53E-23
1.6667,1,52,1.76E-09
1.6667,2,52,1.98E-23
1.6667,3,52,3.49E-23
1.6667,4,52,1.72E-23
1.6667,5,52,1.92E-23
1.6667,6,52,2.32E-23
1.6667,7,52,6.52E-23
1.6667,8,52,3.03E-23
1.6667,9,52,6.38E-23
1.6667,10,52,4.51E-23
1.6667,11,52,1.35E-22
1.6667,12,52,3.63E-23
1.6667,13,52,1.17E-22
1.6667,14,52,2.89E-23
1.6667,15,52,2.01E-22
1.6667,16,52,1.42E-23
1.6667,17,52,1.89E-22
1.6667,18,52,4.85E-23
1.6667,19,52,1.47E-22
1.6667,20,52,3.49E-23
1.6667,21,52,5.91E-23
1.6667,22,52,3.28E-23
1.6667,23,52,9.82E-23
1.6667,24,52,1.60E-23
1.6667,25,52,1.00E-22
1.6667,26,52,5.46E-23
1.6667,27,52,1.02E-22
1.6667,28,52,3.48E-23
1.6667,29,52,9.16E-23
1.6667,30,52,6.48E-23
1.6667,31,52,1.82E-22
1.6667,0,53,5.74E-23
1.6667,1,53,3.13E-22
1.6667,2,53,2.39E-23
1.6667,3,53,1.14E-22
1.6667,4,53,6.40E-24
1.6667,5,53,6.68E-24
1.6667,6,53,4.00E-23
1.6667,7,53,1.39E-22
1.6667,8,53,2.69E-23
1.6667,9,53,9.67E-23
1.6667,10,53,6.01E-23
1.6667,11,53,9.74E-23
1.6667,12,53,3.54E-23
1.6667,13,53,8.15E-23
1.6667,14,53,1.22E-23
1.6667,15,53,5.20E-23
1.6667,16,53,3.78E-23
1.6667,17,53,1.74E-23
1.6667,18,53,1.78E-23
1.6667,19,53,5.29E-23
1.6667,20,53,1.80E-23
1.6667,21,53,2.41E-23
1.6667,22,53,2.27E-23
1.6667,23,53,1.42E-22
1.6667,24,53,1.19E-23
1.6667,25,53,6.68E-23
1.6667,26,53,4.39E-23
1.6667,27,53,6.86E-23
1.6667,28,53,5.30E-23
1.6667,29,53,8.25E-23
1.6667,30,53,3.06E-23
1.6667,31,53,9.44E-23
1.6667,0,54,2.01E-23
1.6667,1,54,1.43E-09
1.6667,2,54,2.79E-23
1.6667,3,54,3.98E-23
1.6667,4,54,8.50E-24
1.6667,5,54,2.41E-23
1.6667,6,54,3.24E-23
1.6667,7,54,8.78E-23
1.6667,8,54,1.86E-23
1.6667,9,54,5.91E-23
1.6667,10,54,4.17E-23
1.6667,11,54,1.02E-22
1.6667,12,54,2.93E-23
1.6667,13,54,3.31E-23
1.6667,14,54,1.54E-23
1.6667,15,54,2.24E-22
1.6667,16,54,2.52E-23
1.6667,17,54,1.27E-22
1.6667,18,54,3.47E-23
1.6667,19,54,1.26E-23
1.6667,20,54,3.56E-23
1.6667,21,54,1.20E-23
1.6667,22,54,5.02E-23
1.6667,23,54,7.82E-23
1.6667,24,54,5.56E-23
1.6667,25,54,1.15E-22
1.6667,26,54,5.00E-23
1.6667,27,54,1.18E-22
1.6667,28,54,4.52E-23
1.6667,29,54,1.05E-22
1.6667,30,54,2.85E-23
1.6667,31,54,6.48E-23
1.6667,0,55,2.38E-23
1.6667,1,55,2.75E-22
1.6667,2,55,2.70E-23
1.6667,3,55,5.06E-23
1.6667,4,55,3.11E-23
1.6667,5,55,3.84E-23
1.6667,6,55,3.53E-23
1.6667,7,55,1.40E-22
1.6667,8,55,4.57E-23
1.6667,9,55,1.06E-22
1.6667,10,55,8.96E-23
1.6667,11,55,5.38E-23
1.6667,12,55,4.96E-23
1.6667,13,55,1.17E-22
1.6667,14,55,8.67E-24
1.6667,15,55,6.17E-23
1.6667,16,55,9.94E-24
1.6667,17,55,2.46E-23
1.6667,18,55,1.23E-23
1.6667,19,55,6.61E-23
1.6667,20,55,3.57E-23
1.6667,21,55,4.18E-23
1.6667,22,55,4.90E-23
1.6667,23,55,8.82E-24
1.6667,24,55,3.39E-23
1.6667,25,55,7.02E-23
1.6667,26,55,2.27E-23
1.6667,27,55,5.66E-23
1.6667,28,55,1.02E-23
1.6667,29,55,1.22E-22
1.6667,30,55,1.11E-23
1.6667,31,55,6.76E-23
1.6667,0,56,2.24E-23
1.6667,1,56,1.12E-09
1.6667,2,56,1.73E-23
1.6667,3,56,6.58E-23
1.6667,4,56,4.77E-23
1.6667,5,56,4.55E-23
1.6667,6,56,2.41E-23
1.6667,7,56,1.39E-22
1.6667,8,56,6.35E-23
1.6667,9,56,1.05E-22
1.6667,10,56,8.77E-23
1.6667,11,56,2.53E-23
1.6667,12,56,7.68E-23
1.6667,13,56,3.61E-23
1.6667,14,56,2.30E-23
1.6667,15,56,1.23E-22
1.6667,16,56,2.10E-23
1.6667,17,56,4.84E-23
1.6667,18,56,1.11E-23
1.6667,19,56,5.79E-23
1.6667,20,56,3.27E-23
1.6667,21,56,5.04E-24
1.6667,22,56,6.28E-23
1.6667,23,56,1.25E-22
1.6667,24,56,3.54E-23
1.6667,25,56,2.02E-23
1.6667,26,56,6.54E-23
1.6667,27,56,3.60E-23
1.6667,28,56,9.13E-24
1.6667,29,56,8.89E-23
1.6667,30,56,4.49E-23
1.6667,31,56,8.66E-23
1.6667,0,57,1.02E-23
1.6667,1,57,4.45E-22
1.6667,2,57,2.59E-23
1.6667,3,57,1.12E-22
1.6667,4,57,4.08E-23
1.6667,5,57,4.57E-23
1.6667,6,57,3.79E-23
1.6667,7,57,6.37E-23
1.6667,8,57,3.62E-23
1.6667,9,57,1.05E-22
1.6667,10,57,5.80E-23
1.6667,11,57,3.85E-23
1.6667,12,57,5.04E-23
1.6667,13,57,4.59E-23
1.6667,14,57,3.48E-23
1.6667,15,57,1.11E-22
1.6667,16,57,4.70E-23
1.6667,17,57,9.00E-23
1.6667,18,57,2.77E-23
1.6667,19,57,8.88E-23
1.6667,20,57,2.42E-23
1.6667,21,57,6.38E-23
1.6667,22,57,4.40E-23
1.6667,23,57,7.10E-23
1.6667,24,57,6.89E-23
1.6667,25,57,8.82E-24
1.6667,26,57,4.46E-23
1.6667,27,57,8.17E-23
1.6667,28,57,2.83E-23
1.6667,29,57,4.85E-23
1.6667,30,57,2.02E-24
1.6667,31,57,1.98E-22
1.6667,0,58,1.88E-23
1.6667,1,58,8.32E-10
1.6667,2,58,2.26E-23
1.6667,3,58,7.87E-23
1.6667,4,58,3.90E-23
1.6667,5,58,7.07E-23
1.6667,6,58,1.75E-23
1.6667,7,58,1.13E-22
1.6667,8,58,3.80E-23
1.6667,9,58,1.49E-22
1.6667,10,58,3.29E-23
1.6667,11,58,4.59E-23
1.6667,12,58,2.41E-23
1.6667,13,58,5.10E-23
1.6667,14,58,3.68E-23
1.6667,15,58,1.24E-22
1.6667,16,58,5.03E-23
1.6667,17,58,1.30E-22
1.6667,18,58,2.36E-23
1.6667,19,58,5.33E-23
1.6667,20,58,2.64E-23
1.6667,21,58,4.30E-23
1.6667,22,58,3.01E-23
1.6667,23,58,1.90E-22
1.6667,24,58,4.52E-23
1.6667,25,58,1.00E-22
1.6667,26,58,1.28E-23
1.6667,27,58,5.39E-23
1.6667,28,58,1.05E-23
1.6667,29,58,8.90E-23
1.6667,30,58,1.43E-23
1.6667,31,58,2.48E-22
1.6667,0,59,3.27E-23
1.6667,1,59,5.34E-22
1.6667,2,59,3.95E-23
1.6667,3,59,4.23E-23
1.6667,4,59,2.13E-23
1.6667,5,59,1.01E-23
1.6667,6,59,3.24E-23
1.6667,7,59,5.08E-23
1.6667,8,59,3.39E-23
1.6667,9,59,2.09E-23
1.6667,10,59,6.28E-23
1.6667,11,59,1.47E-22
1.6667,12,59,1.14E-23
1.6667,13,59,2.56E-23
1.6667,14,59,2.22E-23
1.6667,15,59,8.43E-23
1.6667,16,59,1.99E-23
1.6667,17,59,1.86E-23
1.6667,18,59,2.02E-23
1.6667,19,59,4.62E-23
1.6667,20,59,5.76E-23
1.6667,21,59,8.17E-23
1.6667,22,59,3.51E-23
1.6667,23,59,4.62E-23
1.6667,24,59,3.17E-23
1.6667,25,59,7.11E-23
1.6667,26,59,1.68E-23
1.6667,27,59,3.24E-23
1.6667,28,59,3.29E-23
1.6667,29,59,8.30E-23
1.6667,30,59,8.77E-24
1.6667,31,59,1.00E-22
1.6667,0,60,4.42E-23
1.6667,1,60,5.49E-10
1.6667,2,60,4.26E-23
1.6667,3,60,5.12E-23
1.6667,4,60,4.52E-23
1.6667,5,60,5.62E-23
1.6667,6,60,2.08E-23
1.6667,7,60,3.91E-23
1.6667,8,60,3.56E-23
1.6667,9,60,7.31E-23
1.6667,10,60,4.65E-23
1.6667,11,60,6.93E-23
1.6667,12,60,1.94E-23
1.6667,13,60,6.60E-23
1.6667,14,60,1.02E-23
1.6667,15,60,1.20E-22
1.6667,16,60,1.19E-23
1.6667,17,60,1.52E-22
1.6667,18,60,1.37E-23
1.6667,19,60,4.30E-23
1.6667,20,60,3.11E-23
1.6667,21,60,4.58E-23
1.6667,22,60,4.74E-23
1.6667,23,60,1.06E-22
1.6667,24,60,1.87E-23
1.6667,25,60,4.13E-23
1.6667,26,60,5.96E-23
1.6667,27,60,7.35E-23
1.6667,28,60,2.92E-23
1.6667,29,60,5.03E-23
1.6667,30,60,3.48E-23
1.6667,31,60,1.70E-22
1.6667,0,61,3.80E-23
1.6667,1,61,3.66E-22
1.6667,2,61,2.79E-23
1.6667,3,61,9.48E-23
1.6667,4,61,2.83E-23
1.6667,5,61,6.18E-23
1.6667,6,61,6.73E-24
1.6667,7,61,3.09E-23
1.6667,8,61,2.12E-23
1.6667,9,61,6.34E-23
1.6667,10,61,4.72E-23
1.6667,11,61,4.87E-23
1.6667,12,61,2.17E-23
1.6667,13,61,2.61E-23
1.6667,14,61,3.04E-23
1.6667,15,61,1.07E-22
1.6667,16,61,2.01E-23
1.6667,17,61,1.02E-22
1.6667,18,61,1.55E-23
1.6667,19,61,9.55E-23
1.6667,20,61,4.74E-23
1.6667,21,61,5.15E-23
1.6667,22,61,2.53E-23
1.6667,23,61,3.85E-23
1.6667,24,61,3.56E-23
1.6667,25,61,6.29E-23
1.6667,26,61,3.04E-23
1.6667,27,61,4.96E-23
1.6667,28,61,2.95E-23
1.6667,29,61,5.51E-23
1.6667,30,61,7.65E-24
1.6667,31,61,1.89E-22
1.6667,0,62,1.50E-23
1.6667,1,62,2.73E-10
1.6667,2,62,3.18E-23
1.6667,3,62,6.48E-23
1.6667,4,62,3.09E-23
1.6667,5,62,3.47E-23
1.6667,6,62,2.36E-23
1.6667,7,62,4.01E-23
1.6667,8,62,2.08E-23
1.6667,9,62,4.01E-23
1.6667,10,62,1.71E-23
1.6667,11,62,6.07E-23
1.6667,12,62,1.97E-23
1.6667,13,62,7.15E-23
1.6667,14,62,1.96E-23
1.6667,15,62,2.85E-23
1.6667,16,62,4.47E-24
1.6667,17,62,1.28E-22
1.6667,18,62,1.59E-23
1.6667,19,62,5.70E-23
1.6667,20,62,1.46E-23
1.6667,21,62,1.30E-22
1.6667,22,62,2.96E-23
1.6667,23,62,8.52E-24
1.6667,24,62,1.46E-23
1.6667,25,62,1.02E-22
1.6667,26,62,4.47E-23
1.6667,27,62,3.60E-23
1.6667,28,62,1.70E-23
1.6667,29,62,2.45E-23
1.6667,30,62,4.12E-23
1.6667,31,62,2.09E-22
1.6667,0,63,2.58E-23
1.6667,1,63,7.13E-23
1.6667,2,63,1.09E-23
1.6667,3,63,8.02E-23
1.6667,4,63,2.89E-23
1.6667,5,63,3.40E-23
1.6667,6,63,7.53E-24
1.6667,7,63,6.85E-23
1.6667,8,63,2.03E-23
1.6667,9,63,6.67E-23
1.6667,10,63,4.19E-23
1.6667,11,63,7.05E-23
1.6667,12,63,2.47E-23
1.6667,13,63,3.56E-23
1.6667,14,63,9.04E-24
1.6667,15,63,2.25E-22
1.6667,16,63,3.54E-23
1.6667,17,63,1.10E-22
1.6667,18,63,4.96E-23
1.6667,19,63,1.47E-23
1.6667,20,63,2.13E-23
1.6667,21,63,6.42E-23
1.6667,22,63,1.11E-23
1.6667,23,63,5.73E-23
1.6667,24,63,2.10E-23
1.6667,25,63,1.04E-22
1.6667,26,63,1.81E-23
1.6667,27,63,3.52E-23
1.6667,28,63,7.50E-24
1.6667,29,63,3.78E-23
1.6667,30,63,1.55E-23
1.6667,31,63,3.22E-22
2.0833,0,0,1.81E-21
2.0833,1,0,1.14E-05
2.0833,2,0,2.28E-21
2.0833,3,0,5.88E-20
2.0833,4,0,1.68E-21
2.0833,5,0,8.63E-20
2.0833,6,0,2.09E-21
2.0833,7,0,2.16E-20
2.0833,8,0,2.01E-21
2.0833,9,0,1.88E-20
2.0833,10,0,1.09E-21
2.0833,11,0,9.35E-21
2.0833,12,0,1.21E-21
2.0833,13,0,1.03E-20
2.0833,14,0,1.32E-21
2.0833,15,0,6.05E-21
2.0833,16,0,1.09E-21
2.0833,17,0,9.74E-22
2.0833,18,0,2.78E-21
2.0833,19,0,2.95E-21
2.0833,20,0,6.79E-22
2.0833,21,0,7.89E-22
2.0833,22,0,6.14E-22
2.0833,23,0,4.36E-22
2.0833,24,0,3.30E-22
2.0833,25,0,4.83E-22
2.0833,26,0,1.24E-22
2.0833,27,0,5.70E-22
2.0833,28,0,5.11E-22
2.0833,29,0,1.77E-22
2.0833,30,0,6.53E-22
2.0833,31,0,5.31E-22
2.0833,0,1,3.34E-22
2.0833,1,1,1.84E-05
2.0833,2,1,2.20E-21
2.0833,3,1,4.75E-20
2.0833,4,1,8.51E-22
2.0833,5,1,6.57E-20
2.0833,6,1,2.84E-21
2.0833,7,1,2.34E-20
2.0833,8,1,2.77E-22
2.0833,9,1,1.87E-20
2.0833,10,1,4.49E-22
2.0833,11,1,1.30E-20
2.0833,12,1,1.14E-21
2.0833,13,1,7.79E-21
2.0833,14,1,1.31E-21
2.0833,15,1,1.03E-20
2.0833,16,1,5.86E-22
2.0833,17,1,4.83E-21
2.0833,18,1,3.37E-21
2.0833,19,1,2.08E-21
2.0833,20,1,4.32E-22
2.0833,21,1,4.97E-22
2.0833,22,1,4.70E-22
2.0833,23,1,3.84E-22
2.0833,24,1,2.96E-22
2.0833,25,1,6.96E-22
2.0833,26,1,1.90E-22
2.0833,27,1,3.65E-22
2.0833,28,1,2.72E-22
2.0833,29,1,2.29E-22
2.0833,30,1,4.40E-22
2.0833,31,1,1.29E-21
2.0833,0,2,7.82E-22
2.0833,1,2,3.79E-06
2.0833,2,2,3.90E-22
2.0833,3,2,2.26E-20
2.0833,4,2,1.30E-21
2.0833,5,2,2.88E-20
2.0833,6,2,1.83E-21
2.0833,7,2,1.04E-20
2.0833,8,2,5.79E-22
2.0833,9,2,9.23E-21
2.0833,10,2,6.74E-22
2.0833,11,2,8.99E-21
2.0833,12,2,3.64E-22
2.0833,13,2,3.01E-21
2.0833,14,2,1.48E-21
2.0833,15,2,7.00E-21
2.0833,16,2,1.56E-21
2.0833,17,2,3.65E-21
2.0833,18,2,1.69E-21
2.0833,19,2,1.31E-21
2.0833,20,2,2.76E-22
2.0833,21,2,1.98E-22
2.0833,22,2,2.15E-22
2.0833,23,2,3.13E-22
2.0833,24,2,1.32E-22
2.0833,25,2,1.62E-22
2.0833,26,2,4.87E-23
2.0833,27,2,1.18E-22
2.0833,28,2,2.10E-22
2.0833,29,2,1.99E-22
2.0833,30,2,1.83E-22
2.0833,31,2,2.86E-22
2.0833,0,3,5.36E-22
2.0833,1,3,1.16E-19
2.0833,2,3,1.15E-21
2.0833,3,3,3.52E-21
2.0833,4,3,1.83E-21
2.0833,5,3,2.15E-21
2.0833,6,3,1.48E-21
2.0833,7,3,4.47E-22
2.0833,8,3,2.55E-22
2.0833,9,3,7.14E-22
2.0833,10,3,7.82E-22
2.0833,11,3,2.16E-21
2.0833,12,3,3.28E-22
2.0833,13,3,1.74E-21
2.0833,14,3,3.96E-22
2.0833,15,3,3.25E-21
2.0833,16,3,1.02E-21
2.0833,17,3,2.08E-21
2.0833,18,3,1.11E-21
2.0833,19,3,3.07E-22
2.0833,20,3,5.17E-23
2.0833,21,3,7.07E-23
2.0833,22,3,1.22E-23
2.0833,23,3,3.22E-23
2.0833,24,3,3.28E-23
2.0833,25,3,5.41E-23
2.0833,26,3,2.90E-23
2.0833,27,3,4.95E-23
2.0833,28,3,7.08E-23
2.0833,29,3,2.77E-23
2.0833,30,3,4.73E-23
2.0833,31,3,1.98E-22
2.0833,0,4,9.92E-22
2.0833,1,4,7.56E-07
2.0833,2,4,1.23E-21
2.0833,3,4,3.08E-22
2.0833,4,4,1.97E-21
2.0833,5,4,3.08E-21
2.0833,6,4,1.31E-21
2.0833,7,4,3.65E-21
2.0833,8,4,3.45E-22
2.0833,9,4,3.00E-21
2.0833,10,4,9.15E-22
2.0833,11,4,5.97E-22
